iter	Passed	Remaining
695	15709	29431
696	15730	29406
697	15753	29384
698	15776	29363
699	15799	29341
700	15820	29317
701	15841	29291
702	15865	29270
703	15888	29248
704	15910	29224
705	15931	29200
706	15954	29177
707	15976	29155
708	15999	29133
709	16022	29111
710	16044	29088
711	16067	29066
712	16091	29046
713	16113	29022
714	16135	28999
715	16158	28976
716	16181	28955
717	16204	28932
718	16231	28918
719	16267	28919
720	16294	28904
721	16322	28891
722	16345	28869
723	16367	28847
724	16389	28822
725	16411	28799
726	16433	28775
727	16456	28753
728	16479	28732
729	16501	28707
730	16524	28685
731	16546	28662
732	16569	28639
733	16591	28617
734	16614	28594
735	16636	28570
736	16657	28546
737	16681	28525
738	16704	28504
739	16727	28482
740	16749	28459
741	16773	28438
742	16795	28414
743	16817	28391
744	16840	28368
745	16863	28346
746	16885	28323
747	16907	28299
748	16930	28278
749	16953	28255
750	16974	28230
751	16996	28206
752	17018	28183
753	17039	28158
754	17061	28134
755	17084	28113
756	17107	28090
757	17129	28067
758	17151	28043
759	17172	28018
760	17195	27997
761	17221	27978
762	17259	27980
763	17282	27959
764	17307	27940
765	17331	27920
766	17354	27897
767	17376	27875
768	17400	27854
769	17423	27833
770	17446	27809
771	17467	27785
772	17490	27762
773	17513	27740
774	17535	27717
775	17557	27694
776	17580	27672
777	17603	27650
778	17626	27627
779	17649	27605
780	17672	27583
781	17695	27560
782	17717	27537
783	17740	27515
784	17762	27493
785	17785	27470
786	17807	27447
787	17830	27424
788	17853	27401
789	17876	27379
790	17898	27356
791	17920	27333
792	17943	27311
793	17968	27291
794	17989	27267
795	18012	27244
796	18050	27245
797	18074	27225
798	18096	27201
799	18118	27177
800	18139	27152
801	18161	27129
802	18183	27105
803	18207	27084
804	18242	27080
805	18269	27063
806	18294	27044
807	18317	27022
808	18339	26999
809	18362	26976
810	18384	26953
811	18407	26931
812	18430	26908
813	18453	26886
814	18476	26864
815	18498	26841
816	18521	26818
817	18544	26796
818	18567	26774
819	18589	26750
820	18611	26726
821	18632	26702
822	18655	26679
823	18678	26657
824	18701	26634
825	18724	26613
826	18747	26590
827	18769	26567
828	18792	26545
829	18815	26523
830	18838	26501
831	18862	26479
832	18884	26456
833	18906	26432
834	18929	26411
835	18952	26388
836	18974	26364
837	18997	26342
838	19019	26318
839	19041	26295
840	19064	26273
841	19086	26249
842	19109	26227
843	19132	26205
844	19155	26183
845	19178	26161
846	19202	26139
847	19237	26134
848	19262	26114
849	19287	26094
850	19310	26072
851	19332	26049
852	19354	26025
853	19375	26000
854	19397	25977
855	19420	25954
856	19443	25931
857	19466	25910
858	19490	25889
859	19513	25866
860	19536	25844
861	19558	25821
862	19580	25797
863	19602	25774
864	19625	25751
865	19648	25728
866	19670	25705
867	19692	25682
868	19715	25659
869	19738	25637
870	19761	25614
871	19784	25592
872	19807	25570
873	19829	25547
874	19853	25525
875	19877	25504
876	19899	25481
877	19921	25457
878	19944	25435
879	19967	25413
880	19991	25391
881	20013	25369
882	20037	25347
883	20059	25324
884	20081	25300
885	20104	25278
886	20128	25256
887	20150	25233
888	20175	25213
889	20211	25207
890	20237	25189
891	20259	25165
892	20283	25144
893	20306	25122
894	20329	25100
895	20352	25076
896	20375	25054
897	20399	25033
898	20422	25011
899	20446	24990
900	20469	24968
901	20492	24945
902	20515	24922
903	20537	24899
904	20561	24878
905	20584	24856
906	20608	24834
907	20630	24811
908	20654	24789
909	20677	24767
910	20700	24745
911	20723	24722
912	20747	24701
913	20771	24680
914	20794	24658
915	20818	24637
916	20842	24615
917	20867	24594
918	20890	24573
919	20912	24549
920	20935	24527
921	20959	24505
922	20983	24484
923	21006	24462
924	21029	24439
925	21051	24415
926	21074	24393
927	21096	24370
928	21119	24347
929	21141	24324
930	21164	24301
931	21201	24295
932	21228	24277
933	21252	24255
934	21275	24233
935	21297	24210
936	21320	24187
937	21344	24165
938	21367	24143
939	21389	24120
940	21413	24098
941	21437	24076
942	21458	24052
943	21481	24030
944	21503	24007
945	21527	23985
946	21551	23963
947	21574	23941
948	21597	23918
949	21622	23898
950	21645	23876
951	21667	23852
952	21689	23828
953	21712	23806
954	21734	23782
955	21756	23759
956	21781	23738
957	21804	23715
958	21827	23693
959	21853	23674
960	21875	23651
961	21898	23628
962	21920	23604
963	21943	23581
964	21966	23559
965	21990	23538
966	22012	23514
967	22034	23491
968	22064	23476
969	22086	23452
970	22109	23430
971	22132	23407
972	22154	23384
973	22192	23377
974	22218	23358
975	22242	23336
976	22266	23314
977	22290	23293
978	22312	23269
979	22336	23247
980	22358	23224
981	22381	23202
982	22405	23180
983	22429	23158
984	22452	23135
985	22473	23112
986	22497	23090
987	22520	23067
988	22543	23044
989	22565	23021
990	22587	22998
991	22611	22976
992	22635	22954
993	22658	22932
994	22680	22908
995	22703	22885
996	22725	22862
997	22748	22839
998	22772	22818
999	22796	22796
1000	22820	22774
1001	22843	22752
1002	22866	22729
1003	22891	22708
1004	22913	22685
1005	22937	22663
1006	22959	22640
1007	22982	22618
1008	23006	22595
1009	23029	22572
1010	23051	22549
1011	23075	22527
1012	23097	22504
1013	23120	22482
1014	23144	22460
1015	23180	22449
1016	23207	22431
1017	23232	22411
1018	23255	22388
1019	23279	22366
1020	23302	22343
1021	23325	22321
1022	23348	22298
1023	23370	22275
1024	23394	22253
1025	23419	22232
1026	23441	22209
1027	23463	22185
1028	23487	22163
1029	23510	22141
1030	23533	22118
1031	23557	22096
1032	23580	22073
1033	23602	22050
1034	23626	22028
1035	23648	22005
1036	23672	21982
1037	23695	21960
1038	23718	21937
1039	23740	21914
1040	23764	21892
1041	23786	21868
1042	23810	21846
1043	23834	21825
1044	23857	21802
1045	23880	21780
1046	23902	21756
1047	23926	21734
1048	23950	21713
1049	23974	21690
1050	23996	21667
1051	24017	21643
1052	24039	21619
1053	24062	21597
1054	24086	21574
1055	24109	21552
1056	24136	21533
1057	24171	21521
1058	24198	21501
1059	24221	21479
1060	24244	21456
1061	24267	21434
1062	24291	21412
1063	24315	21390
1064	24338	21367
1065	24360	21343
1066	24382	21320
1067	24404	21297
1068	24427	21274
1069	24450	21251
1070	24473	21228
1071	24495	21205
1072	24519	21183
1073	24544	21161
1074	24567	21139
1075	24589	21116
1076	24612	21093
1077	24636	21070
1078	24659	21048
1079	24682	21025
1080	24704	21002
1081	24728	20980
1082	24750	20957
1083	24773	20934
1084	24795	20910
1085	24818	20887
1086	24842	20865
1087	24865	20843
1088	24888	20820
1089	24911	20797
1090	24934	20774
1091	24958	20753
1092	24981	20730
1093	25005	20708
1094	25028	20685
1095	25051	20662
1096	25075	20640
1097	25099	20618
1098	25123	20596
1099	25162	20587
1100	25189	20568
1101	25213	20545
1102	25236	20523
1103	25259	20500
1104	25283	20478
1105	25306	20456
1106	25331	20434
1107	25355	20412
1108	25377	20388
1109	25400	20365
1110	25422	20342
1111	25445	20319
1112	25468	20297
1113	25490	20273
1114	25513	20250
1115	25534	20226
1116	25557	20203
1117	25581	20181
1118	25603	20158
1119	25626	20135
1120	25650	20113
1121	25674	20091
1122	25698	20069
1123	25723	20047
1124	25748	20026
1125	25771	20003
1126	25795	19981
1127	25818	19959
1128	25841	19935
1129	25863	19912
1130	25885	19889
1131	25908	19866
1132	25932	19844
1133	25956	19822
1134	25979	19798
1135	26001	19775
1136	26024	19752
1137	26047	19730
1138	26070	19707
1139	26093	19684
1140	26118	19663
1141	26153	19649
1142	26181	19630
1143	26209	19611
1144	26234	19589
1145	26257	19566
1146	26280	19543
1147	26304	19521
1148	26328	19499
1149	26351	19477
1150	26373	19453
1151	26396	19431
1152	26420	19408
1153	26443	19385
1154	26466	19362
1155	26489	19339
1156	26513	19317
1157	26536	19294
1158	26559	19271
1159	26580	19248
1160	26603	19225
1161	26626	19202
1162	26649	19179
1163	26672	19156
1164	26695	19133
1165	26718	19111
1166	26742	19088
1167	26766	19066
1168	26788	19043
1169	26811	19020
1170	26834	18997
1171	26857	18974
1172	26881	18952
1173	26906	18930
1174	26929	18907
1175	26952	18885
1176	26977	18863
1177	27002	18841
1178	27025	18819
1179	27049	18796
1180	27071	18773
1181	27095	18751
1182	27121	18730
1183	27154	18714
1184	27180	18693
1185	27205	18671
1186	27227	18648
1187	27250	18625
1188	27275	18604
1189	27298	18581
1190	27322	18558
1191	27345	18536
1192	27367	18512
1193	27390	18489
1194	27414	18467
1195	27438	18445
1196	27459	18420
1197	27482	18398
1198	27506	18376
1199	27530	18353
1200	27553	18330
1201	27576	18307
1202	27599	18284
1203	27624	18263
1204	27647	18240
1205	27671	18218
1206	27695	18195
1207	27718	18172
1208	27739	18148
1209	27762	18125
1210	27784	18102
1211	27808	18079
1212	27830	18056
1213	27853	18033
1214	27876	18010
1215	27900	17988
1216	27923	17965
1217	27946	17942
1218	27969	17919
1219	27992	17896
1220	28016	17874
1221	28039	17851
1222	28063	17829
1223	28089	17808
1224	28125	17793
1225	28151	17772
1226	28174	17749
1227	28198	17727
1228	28221	17704
1229	28245	17681
1230	28268	17659
1231	28292	17636
1232	28314	17613
1233	28339	17591
1234	28362	17568
1235	28385	17545
1236	28408	17523
1237	28432	17500
1238	28456	17478
1239	28483	17457
1240	28506	17434
1241	28530	17412
1242	28552	17389
1243	28576	17366
1244	28600	17343
1245	28623	17320
1246	28646	17298
1247	28669	17275
1248	28692	17252
1249	28715	17229
1250	28738	17206
1251	28761	17183
1252	28784	17160
1253	28806	17137
1254	28830	17114
1255	28855	17092
1256	28878	17069
1257	28901	17046
1258	28924	17023
1259	28947	17000
1260	28970	16977
1261	28993	16954
1262	29016	16932
1263	29039	16909
1264	29062	16885
1265	29094	16868
1266	29125	16850
1267	29152	16829
1268	29176	16806
1269	29200	16784
1270	29224	16761
1271	29247	16738
1272	29271	16716
1273	29295	16694
1274	29318	16671
1275	29343	16649
1276	29367	16626
1277	29389	16603
1278	29411	16580
1279	29435	16557
1280	29458	16534
1281	29481	16511
1282	29503	16488
1283	29527	16465
1284	29551	16443
1285	29574	16420
1286	29596	16396
1287	29619	16373
1288	29643	16351
1289	29667	16328
1290	29691	16306
1291	29715	16283
1292	29736	16259
1293	29760	16236
1294	29784	16214
1295	29808	16192
1296	29832	16169
1297	29856	16147
1298	29879	16124
1299	29903	16101
1300	29925	16078
1301	29946	16054
1302	29969	16031
1303	29993	16008
1304	30016	15985
1305	30040	15963
1306	30065	15941
1307	30104	15926
1308	30132	15906
1309	30154	15882
1310	30179	15860
1311	30203	15838
1312	30226	15815
1313	30248	15791
1314	30272	15769
1315	30296	15746
1316	30320	15724
1317	30343	15701
1318	30366	15678
1319	30388	15654
1320	30412	15632
1321	30434	15608
1322	30458	15586
1323	30482	15563
1324	30507	15541
1325	30530	15518
1326	30553	15495
1327	30576	15472
1328	30599	15449
1329	30624	15427
1330	30648	15404
1331	30671	15381
1332	30695	15359
1333	30720	15337
1334	30743	15314
1335	30767	15291
1336	30791	15268
1337	30814	15245
1338	30837	15222
1339	30861	15200
1340	30883	15177
1341	30908	15154
1342	30933	15132
1343	30958	15110
1344	30984	15089
1345	31008	15066
1346	31031	15043
1347	31055	15020
1348	31090	15003
1349	31118	14982
1350	31142	14960
1351	31165	14937
1352	31187	14913
1353	31211	14891
1354	31234	14868
1355	31256	14844
1356	31279	14821
1357	31303	14798
1358	31327	14776
1359	31350	14753
1360	31372	14729
1361	31395	14706
1362	31418	14683
1363	31443	14661
1364	31466	14638
1365	31493	14617
1366	31517	14594
1367	31541	14571
1368	31566	14549
1369	31589	14526
1370	31611	14503
1371	31637	14481
1372	31660	14458
1373	31684	14435
1374	31706	14412
1375	31730	14389
1376	31752	14366
1377	31776	14343
1378	31800	14320
1379	31822	14297
1380	31845	14274
1381	31868	14251
1382	31892	14228
1383	31914	14204
1384	31936	14181
1385	31960	14158
1386	31983	14135
1387	32007	14112
1388	32029	14089
1389	32066	14072
1390	32093	14051
1391	32120	14029
1392	32144	14006
1393	32167	13983
1394	32190	13960
1395	32211	13936
1396	32234	13913
1397	32258	13891
1398	32283	13868
1399	32308	13846
1400	32332	13823
1401	32356	13800
1402	32381	13778
1403	32404	13755
1404	32427	13732
1405	32450	13709
1406	32472	13686
1407	32494	13662
1408	32518	13639
1409	32541	13616
1410	32565	13594
1411	32590	13571
1412	32614	13548
1413	32638	13526
1414	32663	13504
1415	32688	13481
1416	32712	13459
1417	32736	13436
1418	32759	13412
1419	32781	13389
1420	32804	13366
1421	32828	13343
1422	32852	13320
1423	32876	13298
1424	32900	13275
1425	32924	13252
1426	32947	13229
1427	32972	13207
1428	32996	13184
1429	33019	13161
1430	33055	13143
1431	33086	13123
1432	33112	13101
1433	33137	13079
1434	33159	13055
1435	33182	13032
1436	33207	13010
1437	33230	12987
1438	33253	12963
1439	33277	12941
1440	33300	12918
1441	33323	12895
1442	33347	12872
1443	33370	12849
1444	33392	12825
1445	33416	12802
1446	33441	12780
1447	33466	12757
1448	33489	12734
1449	33513	12711
1450	33536	12688
1451	33560	12665
1452	33584	12643
1453	33607	12620
1454	33632	12597
1455	33655	12574
1456	33677	12550
1457	33700	12527
1458	33724	12504
1459	33747	12482
1460	33770	12458
1461	33795	12436
1462	33819	12413
1463	33843	12390
1464	33866	12367
1465	33890	12344
1466	33914	12322
1467	33939	12299
1468	33962	12276
1469	33986	12253
1470	34009	12230
1471	34035	12208
1472	34071	12189
1473	34095	12167
1474	34120	12144
1475	34143	12121
1476	34166	12098
1477	34189	12075
1478	34214	12052
1479	34238	12029
1480	34262	12006
1481	34286	11984
1482	34309	11960
1483	34332	11937
1484	34356	11914
1485	34379	11891
1486	34403	11868
1487	34427	11846
1488	34451	11823
1489	34475	11800
1490	34498	11777
1491	34521	11753
1492	34545	11730
1493	34567	11707
1494	34590	11684
1495	34612	11661
1496	34636	11638
1497	34662	11615
1498	34686	11592
1499	34710	11570
1500	34733	11546
1501	34757	11524
1502	34782	11501
1503	34805	11478
1504	34827	11455
1505	34850	11431
1506	34875	11409
1507	34899	11386
1508	34923	11363
1509	34947	11340
1510	34972	11317
1511	34996	11295
1512	35022	11273
1513	35058	11253
1514	35087	11232
1515	35112	11210
1516	35137	11187
1517	35160	11164
1518	35184	11141
1519	35207	11118
1520	35230	11095
1521	35255	11072
1522	35279	11049
1523	35303	11026
1524	35327	11003
1525	35350	10980
1526	35373	10957
1527	35398	10934
1528	35421	10911
1529	35444	10888
1530	35467	10865
1531	35491	10842
1532	35514	10818
1533	35536	10795
1534	35561	10772
1535	35585	10749
1536	35608	10726
1537	35630	10703
1538	35654	10680
1539	35677	10656
1540	35700	10633
1541	35723	10610
1542	35747	10587
1543	35771	10564
1544	35796	10541
1545	35819	10518
1546	35843	10495
1547	35865	10472
1548	35888	10449
1549	35911	10425
1550	35934	10402
1551	35958	10379
1552	35980	10356
1553	36017	10336
1554	36045	10315
1555	36073	10293
1556	36097	10270
1557	36120	10247
1558	36144	10224
1559	36167	10201
1560	36192	10178
1561	36216	10155
1562	36240	10132
1563	36263	10109
1564	36287	10086
1565	36309	10062
1566	36332	10039
1567	36354	10016
1568	36377	9992
1569	36403	9970
1570	36428	9947
1571	36451	9924
1572	36475	9901
1573	36498	9878
1574	36522	9855
1575	36545	9832
1576	36570	9809
1577	36595	9786
1578	36623	9764
1579	36648	9742
1580	36673	9719
1581	36698	9696
1582	36723	9673
1583	36748	9651
1584	36772	9628
1585	36796	9605
1586	36820	9582
1587	36844	9559
1588	36869	9536
1589	36894	9513
1590	36918	9490
1591	36942	9467
1592	36965	9444
1593	36991	9422
1594	37029	9402
1595	37055	9379
1596	37080	9357
1597	37104	9334
1598	37129	9311
1599	37152	9288
1600	37176	9265
1601	37199	9241
1602	37222	9218
1603	37247	9195
1604	37271	9172
1605	37294	9149
1606	37318	9126
1607	37342	9103
1608	37364	9079
1609	37387	9056
1610	37410	9033
1611	37434	9010
1612	37459	8987
1613	37483	8964
1614	37506	8941
1615	37529	8917
1616	37551	8894
1617	37574	8871
1618	37598	8848
1619	37622	8824
1620	37646	8801
1621	37670	8779
1622	37694	8755
1623	37716	8732
1624	37740	8709
1625	37762	8685
1626	37786	8662
1627	37809	8639
1628	37833	8616
1629	37856	8593
1630	37880	8570
1631	37904	8547
1632	37927	8523
1633	37951	8500
1634	37975	8477
1635	38013	8457
1636	38041	8435
1637	38066	8412
1638	38091	8389
1639	38115	8366
1640	38138	8343
1641	38162	8320
1642	38185	8297
1643	38210	8274
1644	38243	8253
1645	38266	8229
1646	38293	8207
1647	38315	8183
1648	38337	8160
1649	38360	8137
1650	38383	8113
1651	38408	8090
1652	38434	8068
1653	38457	8044
1654	38480	8021
1655	38504	7998
1656	38527	7975
1657	38550	7951
1658	38573	7928
1659	38595	7905
1660	38619	7881
1661	38645	7859
1662	38668	7836
1663	38691	7812
1664	38715	7789
1665	38739	7766
1666	38762	7743
