iter	MAE
170	0.2957680241
171	0.2948568087
172	0.2939699033
173	0.2930862535
174	0.2922406598
175	0.2913276277
176	0.2905062371
177	0.2896268846
178	0.2887688673
179	0.2879409432
180	0.287164313
181	0.2863282767
182	0.2854911318
183	0.284690046
184	0.2839995939
185	0.2832513991
186	0.282524548
187	0.2817391179
188	0.2809442997
189	0.2801700984
190	0.2794250209
191	0.2787087525
192	0.27799202
193	0.2773016383
194	0.2766470086
195	0.2759899683
196	0.275350842
197	0.2746749253
198	0.2740477491
199	0.2734224043
200	0.2727517733
201	0.2721307513
202	0.2714898399
203	0.2708830299
204	0.2702616545
205	0.2696647631
206	0.2690886077
207	0.2685176797
208	0.2679508499
209	0.2673800595
210	0.2668465063
211	0.2662629461
212	0.2657042051
213	0.2651479222
214	0.2646038064
215	0.2640704918
216	0.2635288019
217	0.2629806832
218	0.2625187073
219	0.2620939845
220	0.2615562668
221	0.2610851621
222	0.2606123152
223	0.2602430915
224	0.259775402
225	0.2592854599
226	0.2588325018
227	0.2583476211
228	0.2578883258
229	0.2574217174
230	0.256975833
231	0.2565605759
232	0.2560929071
233	0.2556867711
234	0.2552816908
235	0.2548533451
236	0.2544725746
237	0.2540653828
238	0.2536695249
239	0.2532576213
240	0.2528674862
241	0.2524401973
242	0.2520443731
243	0.2516618373
244	0.2512271576
245	0.250823139
246	0.2504335556
247	0.2500960371
248	0.2497279411
249	0.249367606
250	0.2489626631
251	0.2486150036
252	0.2483263061
253	0.2479857866
254	0.2476092515
255	0.2472335153
256	0.2469040471
257	0.2465652506
258	0.2462208664
259	0.2458641073
260	0.2455939278
261	0.2452851079
262	0.2449546091
263	0.2446277856
264	0.2443434753
265	0.2439873643
266	0.2436262058
267	0.2433122591
268	0.2430213218
269	0.2427326446
270	0.2424042712
271	0.2421650835
272	0.2418825831
273	0.2416370955
274	0.2413549654
275	0.2410697715
276	0.2407805683
277	0.2405104217
278	0.240218092
279	0.2399645115
280	0.2397190645
281	0.2395138738
282	0.2392911292
283	0.2390169076
284	0.2387862404
285	0.2385556426
286	0.2383275774
287	0.2380920041
288	0.2378798007
289	0.2376101153
290	0.2373962855
291	0.2371742334
292	0.2369276636
293	0.236707324
294	0.2364598218
295	0.2362462646
296	0.2360018197
297	0.2358024809
298	0.2355607626
299	0.2353648726
300	0.2351401284
301	0.2348867293
302	0.2346939536
303	0.2344728983
304	0.2342357317
305	0.2340102991
306	0.23381819
307	0.2336383184
308	0.2334396173
309	0.2332173124
310	0.2330123193
311	0.2328495577
312	0.2326872811
313	0.2324871307
314	0.2323069478
315	0.232110012
316	0.2319212311
317	0.2317270473
318	0.2315360557
319	0.2313445461
320	0.2311707979
321	0.2309802227
322	0.2307925926
323	0.2306223719
324	0.2304634992
325	0.2303010076
326	0.2301216244
327	0.2299758423
328	0.2297904674
329	0.2295965126
330	0.2294323543
331	0.2292898273
332	0.2291503705
333	0.2289612182
334	0.2287938693
335	0.2286406011
336	0.2284895749
337	0.2283428966
338	0.2281554315
339	0.2280183457
340	0.227803625
341	0.2276638461
342	0.2275262292
343	0.2273738003
344	0.2272363171
345	0.2271079543
346	0.2269337986
347	0.2267448428
348	0.2266194526
349	0.2264702713
350	0.2263120756
351	0.2261736714
352	0.2259977297
353	0.2258651588
354	0.2257123908
355	0.2255521895
356	0.2254099519
357	0.2252723558
358	0.225131133
359	0.224982532
360	0.2248390373
361	0.2246713445
362	0.2245084011
363	0.2243743568
364	0.224238982
365	0.2241203533
366	0.2240011318
367	0.2238772238
368	0.223739341
369	0.2236032288
370	0.2234879742
371	0.2233594293
372	0.2232381987
373	0.2231094405
374	0.2229490633
375	0.2228418207
376	0.2227415141
377	0.2225861507
378	0.2224507552
379	0.22231153
380	0.2221858531
381	0.222078213
382	0.2219657399
383	0.2217984818
384	0.2216243194
385	0.2215168812
386	0.2213714665
387	0.2212090975
388	0.2211057664
389	0.2210145677
390	0.220879548
391	0.220773025
392	0.2206896979
393	0.2205936994
394	0.2204962401
395	0.2203882155
396	0.2202772304
397	0.2201554538
398	0.2200450583
399	0.219947886
400	0.2198492975
401	0.2197182448
402	0.2196169162
403	0.2195290748
404	0.2194120336
405	0.2192977489
406	0.2192066505
407	0.2191037061
408	0.2190268686
409	0.218944883
410	0.2188387714
411	0.2187498864
412	0.2186603465
413	0.2185594441
414	0.2184840454
415	0.2183672636
416	0.2182865374
417	0.2181853472
418	0.2180843813
419	0.2179867255
420	0.2178965286
421	0.2178130135
422	0.2177362794
423	0.2176026368
424	0.2175268376
425	0.2174207371
426	0.2173505813
427	0.2172720773
428	0.2171932706
429	0.2171084001
430	0.2170323806
431	0.2169607849
432	0.2168631111
433	0.2167413023
434	0.2166494547
435	0.2165759279
436	0.2164996836
437	0.2164320916
438	0.2163559476
439	0.2162701689
440	0.2161651517
441	0.2160583126
442	0.2159870461
443	0.2159070594
444	0.2158152267
445	0.2157246878
446	0.2156430917
447	0.2155491792
448	0.215465382
449	0.2153619868
450	0.2152878248
451	0.2152240504
452	0.2151513995
453	0.2150545566
454	0.2149568613
455	0.2148504906
456	0.2147711175
457	0.2146920866
458	0.2146206733
459	0.214541037
460	0.2144758285
461	0.2143785001
462	0.2142875824
463	0.2141792013
464	0.214125272
465	0.214053833
466	0.2139943669
467	0.2139150126
468	0.213815646
469	0.2137616226
470	0.2136840651
471	0.2136054124
472	0.2135193183
473	0.2134418924
474	0.2133497021
475	0.2132979692
476	0.2132043124
477	0.2131344566
478	0.213086124
479	0.2130200462
480	0.2129576027
481	0.2128387456
482	0.2127338082
483	0.2126539028
484	0.212610441
485	0.2125224234
486	0.212440422
487	0.212375087
488	0.2123217308
489	0.2122786115
490	0.2122224272
491	0.2121558877
492	0.2120896369
493	0.2120321661
494	0.2119729027
495	0.2119278698
496	0.211868247
497	0.2118094338
498	0.2117560031
499	0.2117088059
500	0.2116402722
501	0.2115447603
502	0.2114897152
503	0.2114465732
504	0.2113983306
505	0.2113428665
506	0.211274164
507	0.2112085049
508	0.2111523868
509	0.2111148334
510	0.2110496367
511	0.2109986743
512	0.210947922
513	0.2108780889
514	0.2108380608
515	0.2108025804
516	0.2107380559
517	0.2106701419
518	0.2105958068
519	0.2105484594
520	0.2104937941
521	0.2103973106
522	0.2103461972
523	0.2102512409
524	0.2101832004
525	0.2101131576
526	0.2100482119
527	0.2100011219
528	0.2099505223
529	0.2098640008
530	0.2098196425
531	0.2097516098
532	0.2097166047
533	0.2096479912
534	0.20959228
535	0.2095149036
536	0.209433884
537	0.2093835557
538	0.2093244345
539	0.2092654203
540	0.2092117016
541	0.2091587375
542	0.2091159178
543	0.209052675
544	0.2090055989
545	0.2089588376
546	0.2088803403
547	0.20883861
548	0.2087817096
549	0.2087111187
550	0.2086643849
551	0.2086077063
552	0.2085546839
553	0.2084839856
554	0.208442564
555	0.2084106833
556	0.2083706893
557	0.2083247119
558	0.208270993
559	0.2082312511
560	0.2081614238
561	0.208120797
562	0.2080603705
563	0.2080174692
564	0.207956503
565	0.2079110068
566	0.2078754078
567	0.2078220141
568	0.2077683196
569	0.2077238494
570	0.2076845208
571	0.2076256615
572	0.2075711452
573	0.2075134758
574	0.2074834293
575	0.2074210925
576	0.2073758066
577	0.2073108885
578	0.2072703002
579	0.2071985104
580	0.2071519163
581	0.2071136721
582	0.2070732008
583	0.2070449153
584	0.2069905683
585	0.2069408826
586	0.2069109683
587	0.206863512
588	0.2068101512
589	0.2067610504
590	0.20671417
591	0.2066440303
592	0.2065844603
593	0.2065368728
594	0.2064850555
595	0.2064195976
596	0.2063775727
597	0.2063377137
598	0.2062661037
599	0.2062306499
600	0.2061851613
601	0.2061312149
602	0.2060891511
603	0.2060346822
604	0.2059814238
605	0.2059322817
606	0.2058944378
607	0.2058181121
608	0.2057504129
609	0.2056781507
610	0.2056400191
611	0.2055856858
612	0.205547324
613	0.2055040566
614	0.2054587898
615	0.2053910076
616	0.2053457224
617	0.2053036829
618	0.2052522865
619	0.2052106068
620	0.2051554135
621	0.2051107139
622	0.2050595365
623	0.2050191583
624	0.2049702559
625	0.2049331134
626	0.2048814323
627	0.2048179215
628	0.204782714
629	0.2047531042
630	0.2046951905
631	0.2046518925
632	0.2046010057
633	0.2045553048
634	0.204513485
635	0.2044616181
636	0.2044053936
637	0.2043709298
638	0.2043254543
639	0.2042853868
640	0.20424002
641	0.2041808652
642	0.2041313593
643	0.2040853932
644	0.2040420591
645	0.2039945664
646	0.2039577202
647	0.2039220918
648	0.2038831913
649	0.2038503931
650	0.2038057438
651	0.2037688019
652	0.2037272857
653	0.2036637227
654	0.2036229629
655	0.2035963272
656	0.203560263
657	0.2035343513
658	0.2035009609
659	0.2034399996
660	0.2034060315
661	0.2033695954
662	0.2033385174
663	0.2033064267
664	0.2032578135
665	0.2032046086
666	0.2031722122
667	0.2031450496
668	0.2030912889
669	0.2030511792
670	0.2030059444
671	0.2029422359
672	0.2028868626
673	0.2028584376
674	0.202820941
675	0.2027757639
676	0.2027311934
677	0.2026828719
678	0.2026321702
679	0.2026068792
680	0.202571474
681	0.2025488482
682	0.2024987151
683	0.2024668345
684	0.2024387715
685	0.2023856755
686	0.2023479076
687	0.202299994
688	0.2022639372
689	0.2022084157
690	0.2021729293
691	0.2021432744
692	0.2021056759
693	0.2020618139
694	0.2020126806
695	0.2019688352
696	0.2019330853
697	0.2018969257
698	0.2018558696
699	0.2018204654
700	0.2017855083
701	0.2017550741
702	0.2017159204
703	0.2016651497
704	0.2016393953
705	0.2016021281
706	0.2015537504
707	0.2015216952
708	0.2014881625
709	0.2014499532
710	0.2014170393
711	0.201385004
712	0.2013600297
713	0.2013115244
714	0.2012619811
715	0.2012300171
716	0.2012010258
717	0.201158524
718	0.2011217989
719	0.2010860628
720	0.2010440011
721	0.2010128085
722	0.2009680729
723	0.2009331124
724	0.2008871334
725	0.200849229
726	0.2008115185
727	0.2007560135
728	0.2007197011
729	0.2006932116
730	0.2006553267
731	0.2006178772
732	0.2005953067
733	0.200572552
734	0.2005310951
735	0.2004965687
736	0.2004651079
737	0.200431801
738	0.2003854924
739	0.2003686198
740	0.2003290038
741	0.2003074896
742	0.2002572061
743	0.2002329171
744	0.2002068487
745	0.2001811792
746	0.2001545189
747	0.2001353817
748	0.200100523
749	0.200083437
750	0.2000541834
751	0.200018916
752	0.1999825039
753	0.1999565161
754	0.1999124424
755	0.1998824616
756	0.1998582807
757	0.1998135204
758	0.1997876975
759	0.1997546013
760	0.1997164703
761	0.1996821144
762	0.1996349673
763	0.1996173792
764	0.1995807725
765	0.1995544988
766	0.1995095369
767	0.1994850292
768	0.1994514406
769	0.1994191477
770	0.1993994803
771	0.1993624414
772	0.1993212436
773	0.1992973284
774	0.199283423
775	0.1992581803
776	0.1992277517
777	0.1992016022
778	0.1991825918
779	0.1991565929
780	0.19911754
781	0.1990863858
782	0.1990557887
783	0.1990352426
784	0.1989913062
785	0.1989595767
786	0.1989178093
787	0.1988823749
788	0.1988564164
789	0.1988351687
790	0.1988135866
791	0.1987697555
792	0.1987329649
793	0.198692864
794	0.1986683801
795	0.1986414664
796	0.1986253163
797	0.1985865199
798	0.1985595159
799	0.1985261633
800	0.1984733409
801	0.1984463128
802	0.1984081292
803	0.1983860361
804	0.1983522514
805	0.1983310681
806	0.1983131881
807	0.1982823285
808	0.1982653864
809	0.1982437981
810	0.1982162402
811	0.1981771535
812	0.1981358247
813	0.1981163441
814	0.1980967417
815	0.1980650106
816	0.198033365
817	0.1979837174
818	0.1979538004
819	0.1978969736
820	0.1978541698
821	0.1978178844
822	0.1977957603
823	0.1977722388
824	0.1977355714
825	0.1977049348
826	0.1976770274
827	0.1976488941
828	0.197618641
829	0.1975937791
830	0.1975619732
831	0.1975289837
832	0.197505625
833	0.1974731331
834	0.1974514949
835	0.197433562
836	0.1974016877
837	0.1973631176
838	0.1973304487
839	0.1973077988
840	0.1972814592
841	0.1972610475
842	0.1972288543
843	0.1972083484
844	0.1971892469
845	0.1971635315
846	0.197129787
847	0.1971063651
848	0.1970837033
849	0.1970610415
850	0.197028989
851	0.1969990827
852	0.1969776155
853	0.1969430934
854	0.1969089993
855	0.1968742445
856	0.1968406053
857	0.1968150495
858	0.1967766385
859	0.1967459618
860	0.1967262722
861	0.1966935241
862	0.1966662701
863	0.1966301156
864	0.1966037815
865	0.1965674749
866	0.1965436293
867	0.1965152202
868	0.1964877179
869	0.196440082
870	0.1964231034
871	0.1963849544
872	0.1963626539
873	0.1963334713
874	0.1963112394
875	0.1962608689
876	0.1962394353
877	0.1961944983
878	0.1961739567
879	0.1961405448
880	0.1961217165
881	0.1960809093
882	0.1960480666
883	0.1960225884
884	0.1959947963
885	0.1959757153
886	0.1959516501
887	0.1959229562
888	0.1958967829
889	0.1958712633
890	0.1958269603
891	0.1958055365
892	0.195779029
893	0.1957298581
894	0.1956999253
895	0.1956788556
896	0.1956459289
897	0.1956104931
898	0.1955739726
899	0.1955538668
900	0.1955149125
901	0.1954891293
902	0.1954654474
903	0.1954452514
904	0.1954281359
905	0.1954129239
906	0.1953789699
907	0.1953571395
908	0.1953268463
909	0.1952948878
910	0.1952502688
911	0.195232047
912	0.1951916221
913	0.1951597704
914	0.1951447815
915	0.1951085711
916	0.1950840546
917	0.1950588917
918	0.1950341979
919	0.1950105151
920	0.1949908958
921	0.1949611417
922	0.194938341
923	0.1949150623
924	0.194887204
925	0.1948624736
926	0.1948311524
927	0.1948143409
928	0.1948004935
929	0.1947832149
930	0.1947602233
931	0.1947356592
932	0.1947029477
933	0.194670845
934	0.1946479378
935	0.1946074544
936	0.1945733522
937	0.1945400473
938	0.1945149799
939	0.1944965184
940	0.1944729023
941	0.1944485654
942	0.1944314245
943	0.1944001281
944	0.1943753512
945	0.1943363323
946	0.1943089661
947	0.1942861999
948	0.1942585877
949	0.1942356338
950	0.1942106472
951	0.1941871134
952	0.1941583968
953	0.1941265236
954	0.1941137033
955	0.1940906008
956	0.1940522029
957	0.1940280582
958	0.1940113739
959	0.1939930965
960	0.1939564996
961	0.1939428135
962	0.1939157883
963	0.1938892237
964	0.1938595381
965	0.193818572
966	0.193787439
967	0.1937618294
968	0.1937443058
969	0.1937182436
970	0.193691209
971	0.1936690952
972	0.1936406208
973	0.1936222248
974	0.1935844494
975	0.1935561991
976	0.1935309192
977	0.1935072192
978	0.1934783999
979	0.1934555878
980	0.1934365496
981	0.1933969939
982	0.1933649371
983	0.193336964
984	0.1933171141
985	0.1933058802
986	0.1932750847
987	0.1932384507
988	0.1932206656
989	0.1931948307
990	0.1931772876
991	0.1931539263
992	0.1931303461
993	0.1931058025
994	0.1930899154
995	0.1930700946
996	0.1930461609
997	0.1930305134
998	0.1929946297
999	0.1929640416
1000	0.1929475436
1001	0.1929260349
1002	0.1929043323
1003	0.1928798552
1004	0.1928559476
1005	0.1928410438
1006	0.1928111566
1007	0.1927854885
1008	0.192765005
1009	0.1927504404
1010	0.1927349185
1011	0.1927013584
1012	0.1926674906
1013	0.1926308295
1014	0.1925895179
1015	0.1925674815
1016	0.192549142
1017	0.1925271147
1018	0.1925086788
1019	0.1924930965
1020	0.1924742132
1021	0.1924466856
1022	0.1924253712
1023	0.1924089001
1024	0.1923948014
1025	0.1923764335
1026	0.1923467739
1027	0.192329144
1028	0.1922982389
1029	0.192270423
1030	0.1922439555
1031	0.1922153933
1032	0.192199096
1033	0.1921859577
1034	0.1921484003
1035	0.1921271654
1036	0.1921055842
1037	0.1920822107
1038	0.1920501097
1039	0.1920223847
1040	0.1919940488
1041	0.1919639719
1042	0.1919267339
1043	0.1919150123
1044	0.1919002671
1045	0.1918843434
1046	0.1918580226
1047	0.1918389543
1048	0.1918112438
1049	0.1917826867
1050	0.191759133
1051	0.1917280444
1052	0.1917149902
1053	0.1917008778
1054	0.1916865387
1055	0.1916695913
1056	0.1916399865
1057	0.1916259848
1058	0.1915899634
1059	0.1915781315
1060	0.1915453931
1061	0.1915298227
1062	0.1915041335
1063	0.1914769938
1064	0.1914575487
1065	0.1914377804
1066	0.1914150884
1067	0.1913939675
1068	0.1913727274
1069	0.1913441994
1070	0.1913208483
1071	0.1913031921
1072	0.1912834135
1073	0.1912606049
1074	0.1912417042
1075	0.1912074531
1076	0.1911799515
1077	0.191160782
1078	0.1911304839
1079	0.1911092869
1080	0.1910740273
1081	0.191052861
1082	0.1910253522
1083	0.1909923094
1084	0.1909670399
1085	0.1909514789
1086	0.1909213305
1087	0.1908994515
1088	0.1908876945
1089	0.1908749653
1090	0.1908420218
1091	0.1908148201
1092	0.1907964631
1093	0.1907704718
1094	0.1907477943
1095	0.1907291879
1096	0.1907089358
1097	0.190686099
1098	0.1906653027
1099	0.1906368454
1100	0.1906157536
1101	0.1905915729
1102	0.1905740753
1103	0.1905484325
1104	0.1905175383
1105	0.1904906944
1106	0.1904698625
1107	0.1904372584
1108	0.190406882
1109	0.1903830981
1110	0.1903649089
1111	0.1903468859
1112	0.1903261311
1113	0.1903072889
1114	0.1902906283
1115	0.1902697114
1116	0.1902461117
1117	0.190225158
1118	0.1901977683
1119	0.1901762417
1120	0.1901553496
1121	0.1901352255
1122	0.1901134088
1123	0.1900936437
1124	0.1900675149
1125	0.1900484494
1126	0.1900280187
1127	0.1899940761
1128	0.1899637785
1129	0.1899339655
1130	0.1899170991
1131	0.1899010633
1132	0.1898820217
1133	0.1898577075
1134	0.1898344947
1135	0.189797808
1136	0.1897789282
1137	0.1897585787
1138	0.1897302634
1139	0.1897180295
1140	0.189687689
1141	0.1896665295
1142	0.1896459926
1143	0.18962446
1144	0.1895990288
1145	0.1895754239
1146	0.1895594765
1147	0.1895374528
1148	0.1895237999
1149	0.1895003997
1150	0.1894790406
1151	0.1894434851
1152	0.1894286501
1153	0.1894073405
1154	0.1893954459
1155	0.1893740088
1156	0.1893558905
1157	0.1893319284
1158	0.189313801
1159	0.1892983107
1160	0.1892848108
1161	0.189266704
1162	0.1892494106
1163	0.1892156772
1164	0.1891989382
1165	0.1891668129
1166	0.1891497067
1167	0.18913412
1168	0.1891204184
1169	0.1890958924
1170	0.1890674328
1171	0.1890573092
1172	0.1890284528
1173	0.189004481
1174	0.1889841184
1175	0.1889564125
1176	0.1889371383
1177	0.1889203051
1178	0.1888939291
1179	0.1888630757
1180	0.1888412007
1181	0.1888174154
1182	0.1887945626
1183	0.1887675662
1184	0.1887575891
1185	0.1887369974
1186	0.1887191564
1187	0.1886919545
1188	0.1886661673
1189	0.1886464619
1190	0.1886259331
1191	0.1886054712
1192	0.188590883
1193	0.1885720176
1194	0.1885544047
1195	0.1885206945
1196	0.1884925315
1197	0.1884750783
1198	0.1884545348
1199	0.1884422848
1200	0.188425649
1201	0.1884155748
1202	0.1883968413
1203	0.1883675013
1204	0.188349407
1205	0.188324251
1206	0.1882986939
1207	0.1882879163
1208	0.1882645132
1209	0.1882469055
1210	0.1882243112
1211	0.188211396
1212	0.1881949149
1213	0.1881716146
1214	0.1881555179
1215	0.1881325533
1216	0.1881153938
1217	0.1880996046
1218	0.1880847648
1219	0.1880667255
1220	0.1880447435
1221	0.1880311824
1222	0.1880154287
1223	0.1879957916
1224	0.18797878
1225	0.1879596158
1226	0.1879434012
1227	0.1879227066
1228	0.1879015477
1229	0.1878840395
1230	0.1878642487
1231	0.1878524471
1232	0.1878321726
1233	0.1878117098
1234	0.1877886765
1235	0.1877589191
1236	0.1877483672
1237	0.1877353526
1238	0.1877157768
1239	0.1876970031
1240	0.187675107
1241	0.187652121
1242	0.1876383405
1243	0.1876237314
1244	0.1876072571
1245	0.1875973576
1246	0.1875783083
1247	0.1875549433
1248	0.1875371796
1249	0.187513827
1250	0.1874958459
1251	0.1874709194
1252	0.1874495246
1253	0.1874267734
1254	0.1873966026
1255	0.1873641034
1256	0.1873457809
1257	0.1873272214
1258	0.1873083046
1259	0.1872924268
1260	0.187266649
1261	0.1872500687
1262	0.1872275559
1263	0.1872062096
1264	0.1871946017
1265	0.187169169
1266	0.1871488948
1267	0.1871250899
1268	0.1870953165
1269	0.1870720514
1270	0.1870442858
1271	0.1870275066
1272	0.1870126186
1273	0.1869887216
1274	0.1869713324
1275	0.1869489913
1276	0.1869301421
1277	0.1869119039
1278	0.1868952592
1279	0.1868725206
1280	0.1868512066
1281	0.1868402924
1282	0.1868225447
1283	0.1868020887
1284	0.1867867541
1285	0.1867605096
1286	0.1867381371
1287	0.1867106522
1288	0.1866873842
1289	0.1866672348
1290	0.186652169
1291	0.1866344408
1292	0.1866125745
1293	0.1865933128
1294	0.1865778886
1295	0.186559806
1296	0.1865480176
1297	0.1865277351
1298	0.1865152147
1299	0.186490934
1300	0.1864773321
1301	0.1864629644
1302	0.1864446644
1303	0.1864294172
1304	0.1864043597
1305	0.186376686
1306	0.1863658498
1307	0.1863543099
1308	0.1863426432
1309	0.1863220132
1310	0.1862903429
1311	0.1862689363
1312	0.1862449183
1313	0.1862312653
1314	0.1862213137
1315	0.18619887
1316	0.1861822346
1317	0.1861674601
1318	0.1861554781
1319	0.1861367545
1320	0.1861137925
1321	0.1861013193
1322	0.1860807956
1323	0.1860670689
1324	0.186052951
1325	0.1860356431
1326	0.1860180262
1327	0.1859969449
1328	0.1859788994
1329	0.1859642771
1330	0.1859343857
1331	0.18591164
1332	0.1858845893
1333	0.1858686206
1334	0.185855669
1335	0.1858432771
1336	0.1858186289
1337	0.1858009022
1338	0.1857858103
1339	0.1857652916
1340	0.1857489364
1341	0.1857328543
1342	0.1857043052
1343	0.1856909939
1344	0.1856697497
1345	0.1856479309
1346	0.185628901
1347	0.185611717
1348	0.1855904759
1349	0.1855734684
1350	0.1855545649
1351	0.1855350852
1352	0.1855182434
1353	0.1855000969
1354	0.1854809492
1355	0.1854646067
1356	0.18545018
1357	0.185437182
1358	0.1854116645
1359	0.1853979571
1360	0.1853707809
1361	0.1853466267
1362	0.1853264515
1363	0.1852900238
1364	0.1852760375
1365	0.1852586196
1366	0.1852415487
1367	0.1852240495
1368	0.185202802
1369	0.1851881338
1370	0.1851685078
1371	0.1851364049
1372	0.1851128202
1373	0.1850965426
1374	0.1850816722
1375	0.1850644604
1376	0.1850428343
1377	0.1850230204
1378	0.1850075931
1379	0.1849888391
1380	0.1849768651
1381	0.1849646487
1382	0.1849478865
1383	0.18492432
1384	0.1849103455
1385	0.1848906519
1386	0.1848714067
1387	0.184859558
1388	0.1848404088
1389	0.1848238265
1390	0.1848048356
1391	0.1847938337
1392	0.1847772303
1393	0.1847590488
1394	0.184732354
1395	0.1847217331
1396	0.1847097831
1397	0.1846931373
1398	0.1846742469
1399	0.1846535009
1400	0.1846400465
1401	0.1846233522
1402	0.184606014
1403	0.1845770963
1404	0.1845544555
1405	0.1845411323
1406	0.1845252622
1407	0.184506911
1408	0.1844884335
1409	0.1844708616
1410	0.1844541862
1411	0.1844300261
1412	0.1844066327
1413	0.1843854762
1414	0.1843654854
1415	0.1843513569
1416	0.1843344457
1417	0.1843191221
1418	0.1842979144
1419	0.1842830763
1420	0.1842734722
1421	0.1842529495
1422	0.1842314141
1423	0.1842104051
1424	0.1841899416
1425	0.1841684876
1426	0.1841421053
1427	0.1841261396
1428	0.1841086373
1429	0.1840979217
1430	0.1840821792
1431	0.1840682697
1432	0.1840502068
1433	0.1840314623
1434	0.1840195676
1435	0.1839976298
1436	0.1839795553
1437	0.1839632323
1438	0.1839404313
1439	0.1839268124
1440	0.1839111479
1441	0.1838983644
1442	0.1838779516
1443	0.1838516202
1444	0.1838357448
1445	0.1838186921
1446	0.1838012798
1447	0.1837920567
1448	0.183779065
1449	0.1837537508
1450	0.1837267938
1451	0.1837018578
1452	0.1836878399
1453	0.1836732437
1454	0.1836451549
1455	0.1836274741
1456	0.1836094214
1457	0.1835884008
1458	0.1835778633
1459	0.1835556902
1460	0.1835435643
1461	0.1835268772
1462	0.18350465
1463	0.1834945724
1464	0.1834786561
1465	0.1834639755
1466	0.1834451281
1467	0.1834232115
1468	0.1834108469
1469	0.1833916275
1470	0.1833811375
1471	0.1833596391
1472	0.1833406482
1473	0.1833243859
1474	0.1833081356
1475	0.1832935219
1476	0.183274176
1477	0.1832530055
1478	0.1832355577
1479	0.1832122038
1480	0.1831969327
1481	0.1831794398
1482	0.1831718474
1483	0.1831506733
1484	0.1831400184
1485	0.1831265618
1486	0.1831149789
1487	0.1831022669
1488	0.1830799941
1489	0.1830648891
1490	0.1830554988
1491	0.1830434194
1492	0.1830295421
1493	0.1830175112
1494	0.1830023916
1495	0.1829879094
1496	0.182971433
1497	0.1829591423
1498	0.1829363716
1499	0.1829260273
1500	0.1829172859
1501	0.1829032392
1502	0.1828905191
1503	0.1828745728
1504	0.1828598493
1505	0.1828411566
1506	0.1828266977
1507	0.1828142101
1508	0.1827933832
1509	0.1827778233
1510	0.1827649867
1511	0.1827465673
1512	0.1827335879
