iter	MAE
1513	0.182722989
1514	0.1827053291
1515	0.1826850264
1516	0.1826709054
1517	0.1826557156
1518	0.1826347126
1519	0.1826197029
1520	0.182604164
1521	0.1825872091
1522	0.1825707478
1523	0.1825600989
1524	0.1825356917
1525	0.1825177846
1526	0.1825012296
1527	0.1824885957
1528	0.1824783489
1529	0.1824593727
1530	0.1824314256
1531	0.1824139054
1532	0.182400466
1533	0.1823822866
1534	0.1823658512
1535	0.1823476111
1536	0.1823266628
1537	0.1823121091
1538	0.1822941733
1539	0.1822815802
1540	0.1822637565
1541	0.1822376763
1542	0.1822196838
1543	0.1822134645
1544	0.182196602
1545	0.1821899317
1546	0.1821777099
1547	0.1821567146
1548	0.1821395274
1549	0.1821265429
1550	0.1821077052
1551	0.1820954731
1552	0.1820781565
1553	0.1820674176
1554	0.1820553432
1555	0.1820429796
1556	0.1820297309
1557	0.1820172812
1558	0.1819975707
1559	0.1819887426
1560	0.1819762538
1561	0.1819589418
1562	0.1819424463
1563	0.1819245585
1564	0.1819101134
1565	0.1818925498
1566	0.1818807945
1567	0.1818610997
1568	0.1818413796
1569	0.1818169786
1570	0.1818026677
1571	0.1817936199
1572	0.1817776451
1573	0.1817644428
1574	0.181751149
1575	0.1817310125
1576	0.1817199069
1577	0.1817068317
1578	0.1816929506
1579	0.1816764523
1580	0.1816632828
1581	0.1816519199
1582	0.1816364444
1583	0.1816173148
1584	0.1816061272
1585	0.1815924015
1586	0.1815721734
1587	0.1815564143
1588	0.1815463239
1589	0.1815344271
1590	0.1815236713
1591	0.1815112075
1592	0.1815005114
1593	0.1814857847
1594	0.1814667999
1595	0.1814522808
1596	0.1814372407
1597	0.1814274304
1598	0.181417735
1599	0.1813986158
1600	0.1813820603
1601	0.1813696517
1602	0.1813585788
1603	0.1813394011
1604	0.1813268493
1605	0.1813185566
1606	0.1813016036
1607	0.181278276
1608	0.1812555957
1609	0.181237241
1610	0.1812209136
1611	0.1812084447
1612	0.1811915466
1613	0.1811797399
1614	0.181160664
1615	0.1811495865
1616	0.181137448
1617	0.181115953
1618	0.1810994709
1619	0.1810876938
1620	0.1810762597
1621	0.1810624478
1622	0.1810523539
1623	0.1810341995
1624	0.1810228428
1625	0.1810127067
1626	0.1810052899
1627	0.1809915125
1628	0.1809813757
1629	0.1809668766
1630	0.1809496382
1631	0.1809351634
1632	0.1809225833
1633	0.1809076885
1634	0.1808953544
1635	0.1808832679
1636	0.1808720203
1637	0.1808592403
1638	0.1808364456
1639	0.1808260891
1640	0.1808154914
1641	0.1808020404
1642	0.1807932503
1643	0.1807788362
1644	0.1807631003
1645	0.1807431212
1646	0.1807229007
1647	0.1807100698
1648	0.1806994147
1649	0.1806882132
1650	0.180676146
1651	0.1806593957
1652	0.1806345208
1653	0.1806268685
1654	0.1806141525
1655	0.1805983421
1656	0.1805857164
1657	0.1805731948
1658	0.1805621907
1659	0.1805517977
1660	0.1805408333
1661	0.1805175237
1662	0.1805023182
1663	0.1804924856
1664	0.1804842967
1665	0.1804720755
1666	0.1804611698
1667	0.1804381721
1668	0.180420739
1669	0.1804124566
1670	0.1804057244
1671	0.1803900904
1672	0.1803805636
1673	0.1803681722
1674	0.1803565426
1675	0.1803428981
1676	0.1803297142
1677	0.180316967
1678	0.1803054586
1679	0.1802904665
1680	0.1802809249
1681	0.1802690609
1682	0.1802565236
1683	0.1802401823
1684	0.180234406
1685	0.1802185007
1686	0.1802019017
1687	0.1801848713
1688	0.1801721334
1689	0.1801621718
1690	0.1801462383
1691	0.1801348711
1692	0.1801232788
1693	0.1801054227
1694	0.1800929587
1695	0.180083917
1696	0.1800757947
1697	0.1800622987
1698	0.1800501621
1699	0.1800367305
1700	0.180024732
1701	0.1800096253
1702	0.179994278
1703	0.1799825069
1704	0.1799752947
1705	0.1799649497
1706	0.1799547136
1707	0.1799420074
1708	0.1799337347
1709	0.1799172205
1710	0.1799039653
1711	0.1798859597
1712	0.179875379
1713	0.1798625442
1714	0.1798488258
1715	0.1798346333
1716	0.1798234225
1717	0.1797985591
1718	0.1797863765
1719	0.1797733078
1720	0.1797587291
1721	0.1797505592
1722	0.1797334547
1723	0.1797230282
1724	0.179710721
1725	0.1796924199
1726	0.1796788401
1727	0.1796625121
1728	0.1796515924
1729	0.179634355
1730	0.1796200647
1731	0.1796089598
1732	0.1795967514
1733	0.1795809761
1734	0.1795708024
1735	0.1795575438
1736	0.1795470373
1737	0.1795369482
1738	0.179530337
1739	0.1795181173
1740	0.1795042307
1741	0.1794870687
1742	0.1794679962
1743	0.179460349
1744	0.1794471713
1745	0.1794348043
1746	0.1794222124
1747	0.1794059606
1748	0.1793856267
1749	0.1793756811
1750	0.1793607089
1751	0.1793467379
1752	0.179331954
1753	0.179311261
1754	0.1792955507
1755	0.179281609
1756	0.1792730353
1757	0.1792524846
1758	0.1792417845
1759	0.1792277006
1760	0.1792159938
1761	0.1792001831
1762	0.1791876789
1763	0.1791783984
1764	0.1791610604
1765	0.1791475133
1766	0.1791318785
1767	0.1791191125
1768	0.1791021099
1769	0.1790898919
1770	0.1790821986
1771	0.1790675822
1772	0.1790549551
1773	0.179043251
1774	0.1790284715
1775	0.1790128639
1776	0.1789997498
1777	0.178987384
1778	0.1789715341
1779	0.1789561193
1780	0.1789332531
1781	0.1789214704
1782	0.1789092425
1783	0.1788982497
1784	0.1788851476
1785	0.1788688529
1786	0.1788529654
1787	0.1788433859
1788	0.178830975
1789	0.1788169238
1790	0.1788053937
1791	0.1787938861
1792	0.1787822459
1793	0.1787682822
1794	0.1787571387
1795	0.1787404017
1796	0.1787266593
1797	0.1787127702
1798	0.1787023124
1799	0.1786863125
1800	0.1786762114
1801	0.1786623128
1802	0.1786450405
1803	0.1786289128
1804	0.1786184477
1805	0.1786010537
1806	0.1785912522
1807	0.1785788896
1808	0.1785702777
1809	0.1785541647
1810	0.1785430975
1811	0.1785298656
1812	0.1785149879
1813	0.1785041161
1814	0.1784879052
1815	0.1784761439
1816	0.1784584293
1817	0.1784424521
1818	0.1784314344
1819	0.1784190994
1820	0.1784089987
1821	0.1783969099
1822	0.1783876319
1823	0.1783766676
1824	0.1783662811
1825	0.1783575185
1826	0.178340889
1827	0.1783323583
1828	0.1783252089
1829	0.1783191112
1830	0.1783047884
1831	0.1782903534
1832	0.178277483
1833	0.178268439
1834	0.1782450212
1835	0.1782336809
1836	0.1782143528
1837	0.1782046641
1838	0.1781916712
1839	0.1781804445
1840	0.1781667441
1841	0.1781544166
1842	0.1781409345
1843	0.1781265284
1844	0.1781082916
1845	0.178098374
1846	0.1780883272
1847	0.1780800653
1848	0.1780710206
1849	0.1780643471
1850	0.1780489546
1851	0.1780355063
1852	0.1780246532
1853	0.1780122007
1854	0.1779989316
1855	0.1779854107
1856	0.1779751084
1857	0.1779563746
1858	0.1779471765
1859	0.1779309179
1860	0.1779194282
1861	0.1779072253
1862	0.1778950208
1863	0.1778867295
1864	0.1778775694
1865	0.1778677203
1866	0.17785329
1867	0.1778411896
1868	0.1778318531
1869	0.1778158099
1870	0.1778023304
1871	0.1777905102
1872	0.1777779422
1873	0.1777646308
1874	0.1777538291
1875	0.1777464249
1876	0.1777313623
1877	0.177718697
1878	0.1777023589
1879	0.1776898986
1880	0.1776733689
1881	0.1776614307
1882	0.1776477851
1883	0.1776371264
1884	0.1776260409
1885	0.1776186811
1886	0.1776042366
1887	0.1775977245
1888	0.1775847563
1889	0.1775742137
1890	0.1775661189
1891	0.1775542322
1892	0.1775376876
1893	0.1775184079
1894	0.1775120134
1895	0.1775032845
1896	0.1774975798
1897	0.1774886008
1898	0.1774723953
1899	0.1774621859
1900	0.1774464368
1901	0.1774366255
1902	0.1774266146
1903	0.1774154203
1904	0.1774003012
1905	0.1773867115
1906	0.1773737364
1907	0.177361313
1908	0.1773547245
1909	0.1773396387
1910	0.1773315877
1911	0.1773144997
1912	0.1773082757
1913	0.1772993057
1914	0.1772869155
1915	0.1772736453
1916	0.1772617569
1917	0.177248744
1918	0.177241887
1919	0.1772275766
1920	0.1772131528
1921	0.1772041032
1922	0.1771906673
1923	0.1771736988
1924	0.1771626148
1925	0.1771554557
1926	0.1771438718
1927	0.1771312715
1928	0.1771108552
1929	0.1770960323
1930	0.1770840629
1931	0.1770774315
1932	0.1770702286
1933	0.1770522712
1934	0.1770457684
1935	0.1770284762
1936	0.1770172016
1937	0.1770042486
1938	0.1769839555
1939	0.1769642068
1940	0.1769599977
1941	0.1769495249
1942	0.1769380805
1943	0.1769228003
1944	0.1769094743
1945	0.1768992258
1946	0.1768913819
1947	0.1768796924
1948	0.1768686134
1949	0.1768617332
1950	0.1768490382
1951	0.1768319054
1952	0.1768187197
1953	0.1768111157
1954	0.1768051047
1955	0.1767886556
1956	0.1767732033
1957	0.1767663245
1958	0.1767562708
1959	0.1767467702
1960	0.1767366173
1961	0.1767230836
1962	0.1767092583
1963	0.1766974114
1964	0.1766874151
1965	0.1766792028
1966	0.1766652607
1967	0.1766542383
1968	0.1766411224
1969	0.1766211972
1970	0.1766046994
1971	0.1765879258
1972	0.1765739297
1973	0.1765637582
1974	0.1765552119
1975	0.1765502409
1976	0.1765381247
1977	0.1765279927
1978	0.1765213192
1979	0.1765094497
1980	0.1764990239
1981	0.1764862998
1982	0.1764809306
1983	0.176472268
1984	0.1764524068
1985	0.1764363453
1986	0.1764221237
1987	0.1764098037
1988	0.1763961496
1989	0.1763833992
1990	0.1763670287
1991	0.176350232
1992	0.1763359538
1993	0.1763306995
1994	0.1763199499
1995	0.1763148655
1996	0.176301467
1997	0.1762922563
1998	0.1762817854
1999	0.1762622139
